seed,uti,schedulable
457,2.0,True
445,1.8,False
457,2.7,False
164,2.5,False
80,1.6,True
956,1.5,True
607,1.8,True
991,2.0,False
515,2.6,False
324,2.9,False
39,2.2,True
847,1.7,False
991,2.7,False
233,1.7,True
457,1.7,True
495,2.1,False
164,2.6,False
209,2.9,False
800,1.6,False
324,1.6,True
209,1.6,True
977,2.4,False
977,2.5,False
977,2.6,False
665,1.6,True
321,1.6,True
39,2.3,False
967,1.6,True
315,2.7,False
495,2.2,False
515,1.9,False
529,1.5,False
276,1.5,True
400,1.5,True
238,1.5,True
210,1.5,True
665,2.9,False
315,2.0,False
847,2.6,False
587,1.6,False
925,1.6,True
548,2.1,False
847,2.4,False
498,1.6,True
495,2.3,False
164,1.9,False
321,2.9,False
877,1.5,True
80,2.8,False
325,1.8,False
80,1.8,True
887,1.6,True
800,1.8,True
261,1.6,True
847,2.5,False
548,2.3,False
939,2.7,False
977,1.9,True
233,2.6,False
548,2.2,False
266,1.6,True
967,2.9,False
991,1.7,False
315,1.7,True
800,2.8,False
457,2.6,False
233,2.5,False
587,2.9,False
939,2.0,False
445,2.7,False
324,2.8,False
515,2.1,False
233,2.4,False
457,2.5,True
925,2.9,False
847,1.9,False
607,2.7,False
233,1.9,True
457,1.9,True
209,2.8,False
991,1.9,True
445,2.0,False
939,1.7,True
515,2.3,False
498,2.9,False
991,2.5,False
457,2.4,False
665,2.8,False
325,2.7,False
831,1.6,False
991,2.6,False
690,1.6,True
324,1.8,False
607,2.0,False
887,2.9,False
825,1.6,True
209,1.8,True
991,2.4,False
321,2.8,False
515,2.2,False
967,2.8,False
325,2.0,True
261,2.9,False
315,2.6,False
665,1.8,False
164,2.3,True
315,1.9,False
315,2.5,False
266,2.9,False
587,2.8,False
80,2.7,False
939,1.9,False
445,1.7,False
939,2.5,False
977,2.3,False
315,2.4,False
831,2.9,False
939,2.6,False
925,2.8,False
800,2.7,False
164,2.2,False
164,2.1,False
80,2.0,False
324,2.7,False
690,2.9,False
939,2.4,False
498,2.8,False
445,2.6,False
735,1.5,False
788,1.5,True
977,2.1,False
568,1.6,True
445,2.4,False
520,1.6,True
887,2.8,False
847,2.3,False
445,2.5,False
139,1.6,True
597,1.6,True
209,2.7,False
114,1.6,True
357,1.6,True
233,2.3,True
607,1.7,False
245,1.6,True
607,2.4,False
800,2.0,True
607,2.5,False
977,2.2,False
261,2.8,False
607,2.6,False
825,2.9,False
321,1.8,False
325,1.7,False
325,2.4,False
80,1.7,True
847,2.1,False
967,1.8,True
325,2.5,False
233,2.1,True
325,2.6,False
445,1.9,True
266,2.8,False
457,2.3,False
665,2.7,False
847,2.2,False
80,2.5,False
991,2.3,False
831,2.8,False
321,2.7,False
568,2.9,False
80,2.6,False
233,2.2,False
800,2.5,False
324,2.0,False
587,1.8,False
457,2.1,True
647,1.6,False
690,2.8,False
520,2.9,False
967,2.7,False
457,2.2,False
379,1.5,False
925,1.8,True
615,1.5,True
795,1.5,True
80,2.4,False
888,1.5,True
324,2.5,False
81,1.5,True
193,1.5,True
800,2.6,False
139,2.9,False
616,1.5,True
498,1.8,False
496,1.5,True
315,2.3,False
209,2.5,False
607,1.9,False
665,2.5,True
324,2.6,False
825,2.8,False
800,2.4,False
800,1.7,False
325,1.9,True
324,1.7,True
587,2.7,False
209,1.7,True
665,1.7,True
597,2.9,False
321,2.5,False
991,2.2,False
568,2.8,False
321,1.7,True
114,2.9,False
939,2.3,False
925,2.7,False
324,2.4,False
991,2.1,False
209,2.6,False
357,2.9,False
520,2.8,False
498,2.7,False
887,1.8,False
80,1.9,False
261,1.8,True
209,2.4,False
665,2.6,False
309,1.5,False
209,2.0,False
315,2.1,False
665,2.0,True
226,1.5,True
878,1.5,True
139,2.8,False
315,2.2,False
439,1.5,True
93,1.5,True
964,1.5,True
89,1.5,True
337,1.5,True
214,1.5,True
266,1.8,False
445,2.3,False
321,2.6,False
831,1.8,True
967,2.5,False
665,2.4,False
597,2.8,False
967,1.7,False
587,1.7,True
925,1.7,True
989,1.6,False
311,1.6,True
245,2.9,False
431,1.6,True
887,2.7,False
771,1.6,True
587,2.5,False
498,1.7,True
647,2.9,False
967,2.6,False
261,2.7,False
939,2.1,False
925,2.5,False
939,2.2,False
989,2.9,False
587,2.6,False
607,2.3,False
321,2.4,False
800,1.9,False
114,2.8,False
324,1.9,True
498,2.5,False
445,2.2,False
690,1.8,False
266,2.7,False
311,2.9,False
357,2.8,False
925,2.6,False
321,2.0,False
209,1.9,False
831,2.7,False
476,1.5,False
431,2.9,False
872,1.5,True
767,1.5,True
653,1.5,True
643,1.5,True
967,2.0,False
359,1.5,True
665,1.9,True
887,1.7,False
607,2.2,False
498,2.6,False
325,2.3,False
445,2.1,False
771,2.9,False
245,2.8,False
825,1.8,False
887,2.5,False
937,1.5,True
967,2.4,False
887,2.6,False
68,2.9,False
587,2.0,False
80,2.3,False
607,2.1,False
769,1.5,True
850,1.5,True
690,2.7,False
647,2.8,False
261,2.5,False
825,2.7,False
800,2.3,False
325,2.2,False
989,2.8,False
68,1.6,False
316,1.5,False
266,2.5,False
94,1.5,True
202,1.6,True
261,1.7,False
324,2.3,False
311,2.8,False
587,2.4,False
202,2.9,False
831,2.5,False
